hetionet_gene_id	hetionet_gene_symbol	entrez_id	ensembl_id	gene_symbol
Gene::55002	TMCO3	55002	ENSG00000150403	SLC9D1
Gene::219854	TMEM218	219854	ENSG00000150433	TMEM218
Gene::114609	TIRAP	114609	ENSG00000150455	TIRAP
Gene::221143	N6AMT2	221143	ENSG00000150456	EEF1AKMT1
Gene::26524	LATS2	26524	ENSG00000150457	LATS2
Gene::10284	SAP18	10284	ENSG00000150459	SAP18
Gene::23284	ADGRL3	23284	ENSG00000150471	ADGRL3
Gene::57536	KIAA1328	57536	ENSG00000150477	KIAA1328
Gene::220108	FAM124A	220108	ENSG00000150510	FAM124A
Gene::4253	CTAGE5	4253	ENSG00000150527	MIA2
Gene::3176	HNMT	3176	ENSG00000150540	HNMT
Gene::116372	LYPD1	116372	ENSG00000150551	LYPD1
Gene::130576	LYPD6B	130576	ENSG00000150556	LYPD6B
Gene::27250	PDCD4	27250	ENSG00000150593	PDCD4
Gene::150	ADRA2A	150	ENSG00000150594	ADRA2A
Gene::2823	GPM6A	2823	ENSG00000150625	GPM6A
Gene::116966	WDR17	116966	ENSG00000150627	WDR17
Gene::132851	SPATA4	132851	ENSG00000150628	SPATA4
Gene::7424	VEGFC	7424	ENSG00000150630	VEGFC
Gene::79839	CCDC102B	79839	ENSG00000150636	CCDC102B
Gene::10666	CD226	10666	ENSG00000150637	CD226
Gene::84735	CNDP1	84735	ENSG00000150656	CNDP1
Gene::161835	FSIP1	161835	ENSG00000150667	FSIP1
Gene::1740	DLG2	1740	ENSG00000150672	DLG2
Gene::220047	CCDC83	220047	ENSG00000150676	CCDC83
Gene::64407	RGS18	64407	ENSG00000150681	RGS18
Gene::11098	PRSS23	11098	ENSG00000150687	PRSS23
Gene::54545	MTMR12	54545	ENSG00000150712	MTMR12
Gene::151242	PPP1R1C	151242	ENSG00000150722	PPP1R1C
Gene::341032	C11orf53	341032	ENSG00000150750	POU2AF2
Gene::22948	CCT5	22948	ENSG00000150753	CCT5
Gene::134145	FAM173B	134145	ENSG00000150756	ATPSCKMT
Gene::1793	DOCK1	1793	ENSG00000150760	DOCK1
Gene::85458	DIXDC1	85458	ENSG00000150764	DIXDC1
Gene::1737	DLAT	1737	ENSG00000150768	DLAT
Gene::120379	PIH1D2	120379	ENSG00000150773	PIH1D2
Gene::55216	C11orf57	55216	ENSG00000150776	NKAPD1
Gene::26521	TIMM8B	26521	ENSG00000150779	TIMM8B
Gene::3606	IL18	3606	ENSG00000150782	IL18
Gene::56158	TEX12	56158	ENSG00000150783	TEX12
Gene::5805	PTS	5805	ENSG00000150787	PTS
Gene::5305	PIP4K2A	5305	ENSG00000150867	PIP4K2A
Gene::130813	C2orf50	130813	ENSG00000150873	CIMIP5
Gene::341640	FREM2	341640	ENSG00000150893	FREM2
Gene::2308	FOXO1	2308	ENSG00000150907	FOXO1
Gene::51232	CRIM1	51232	ENSG00000150938	CRIM1
Gene::9871	SEC24D	9871	ENSG00000150961	SEC24D
Gene::23457	ABCB9	23457	ENSG00000150967	ABCB9
Gene::196383	RILPL2	196383	ENSG00000150977	RILPL2
Gene::57647	DHX37	57647	ENSG00000150990	DHX37
Gene::7316	UBC	7316	ENSG00000150991	UBC
Gene::3708	ITPR1	3708	ENSG00000150995	ITPR1
Gene::84076	TKTL2	84076	ENSG00000151005	TKTL2
Gene::339105	PRSS53	339105	ENSG00000151006	PRSS53
Gene::23657	SLC7A11	23657	ENSG00000151012	SLC7A11
Gene::25819	CCRN4L	25819	ENSG00000151014	NOCT
Gene::219670	ENKUR	219670	ENSG00000151023	ENKUR
Gene::57512	GPR158	57512	ENSG00000151025	GPR158
Gene::119180	LYZL2	119180	ENSG00000151033	LYZL2
Gene::93589	CACNA2D4	93589	ENSG00000151062	CACNA2D4
Gene::196513	DCP1B	196513	ENSG00000151065	DCP1B
Gene::775	CACNA1C	775	ENSG00000151067	CACNA1C
Gene::3742	KCNA6	3742	ENSG00000151079	KCNA6
Gene::7068	THRB	7068	ENSG00000151090	THRB
Gene::55768	NGLY1	55768	ENSG00000151092	NGLY1
Gene::54995	OXSM	54995	ENSG00000151093	OXSM
Gene::55293	UEVLD	55293	ENSG00000151116	UEVLD
Gene::144110	TMEM86A	144110	ENSG00000151117	TMEM86A
Gene::121053	C12orf45	121053	ENSG00000151131	NOPCHAP1
Gene::90488	TMEM263	90488	ENSG00000151135	TMEM263
Gene::121551	BTBD11	121551	ENSG00000151136	ABTB3
Gene::89910	UBE3B	89910	ENSG00000151148	UBE3B
Gene::288	ANK3	288	ENSG00000151150	ANK3
Gene::253430	IPMK	253430	ENSG00000151151	IPMK
Gene::144715	RAD9B	144715	ENSG00000151164	RAD9B
Gene::196463	PLBD2	196463	ENSG00000151176	PLBD2
Gene::9231	DLG5	9231	ENSG00000151208	DLG5
Gene::4143	MAT1A	4143	ENSG00000151224	MAT1A
Gene::114134	SLC2A13	114134	ENSG00000151229	SLC2A13
Gene::283464	GXYLT1	283464	ENSG00000151233	GXYLT1
Gene::5756	TWF1	5756	ENSG00000151239	TWF1
Gene::22982	DIP2C	22982	ENSG00000151240	DIP2C
Gene::1977	EIF4E	1977	ENSG00000151247	EIF4E
Gene::9223	MAGI1	9223	ENSG00000151276	MAGI1
Gene::93081	TEX30	93081	ENSG00000151287	TEX30
Gene::1456	CSNK1G3	1456	ENSG00000151292	CSNK1G3
Gene::153443	SRFBP1	153443	ENSG00000151304	SRFBP1
Gene::9472	AKAP6	9472	ENSG00000151320	AKAP6
Gene::64067	NPAS3	64067	ENSG00000151322	NPAS3
Gene::283635	FAM177A1	283635	ENSG00000151327	FAM177A1
Gene::51562	MBIP	51562	ENSG00000151332	MBIP
Gene::145282	MIPOL1	145282	ENSG00000151338	MIPOL1
Gene::2132	EXT2	2132	ENSG00000151348	EXT2
Gene::129787	TMEM18	129787	ENSG00000151353	TMEM18
Gene::55821	ALLC	55821	ENSG00000151360	ALLC
Gene::65987	KCTD14	65987	ENSG00000151364	KCTD14
Gene::7069	THRSP	7069	ENSG00000151365	THRSP
Gene::4718	NDUFC2	4718	ENSG00000151366	NDUFC2
Gene::10873	ME3	10873	ENSG00000151376	ME3
Gene::343930	MSGN1	343930	ENSG00000151379	MSGN1
Gene::81792	ADAMTS12	81792	ENSG00000151388	ADAMTS12
Gene::80224	NUBPL	80224	ENSG00000151413	NUBPL
Gene::140609	NEK7	140609	ENSG00000151414	NEK7
Gene::127124	ATP6V1G3	127124	ENSG00000151418	ATP6V1G3
Gene::2241	FER	2241	ENSG00000151422	FER
Gene::63894	VIPAS39	63894	ENSG00000151445	VIPAS39
Gene::57182	ANKRD50	57182	ENSG00000151458	ANKRD50
Gene::26019	UPF2	26019	ENSG00000151461	UPF2
Gene::8872	CDC123	8872	ENSG00000151465	CDC123
Gene::132320	SCLT1	132320	ENSG00000151466	SCLT1
Gene::83643	CCDC3	83643	ENSG00000151468	CCDC3
Gene::132321	C4orf33	132321	ENSG00000151470	C4orf33
Gene::55691	FRMD4A	55691	ENSG00000151474	FRMD4A
Gene::83447	SLC25A31	83447	ENSG00000151475	SLC25A31
Gene::5800	PTPRO	5800	ENSG00000151490	PTPRO
Gene::2059	EPS8	2059	ENSG00000151491	EPS8
Gene::27034	ACAD8	27034	ENSG00000151498	ACAD8
Gene::29087	THYN1	29087	ENSG00000151500	THYN1
Gene::112936	VPS26B	112936	ENSG00000151502	VPS26B
Gene::23310	NCAPD3	23310	ENSG00000151503	NCAPD3
Gene::143187	VTI1A	143187	ENSG00000151532	VTI1A
Gene::5860	QDPR	5860	ENSG00000151552	QDPR
Gene::57700	FAM160B1	57700	ENSG00000151553	FHIP2A
Gene::121601	ANO4	121601	ENSG00000151572	ANO4
Gene::374618	TEX9	374618	ENSG00000151575	TEX9
Gene::79691	QTRTD1	79691	ENSG00000151576	QTRT2
Gene::1814	DRD3	1814	ENSG00000151577	DRD3
Gene::166785	MMAA	166785	ENSG00000151611	MMAA
Gene::152485	ZNF827	152485	ENSG00000151612	ZNF827
Gene::5458	POU4F2	5458	ENSG00000151615	POU4F2
Gene::1909	EDNRA	1909	ENSG00000151617	EDNRA
Gene::4306	NR3C2	4306	ENSG00000151623	NR3C2
Gene::1646	AKR1C2	1646	ENSG00000151632	AKR1C2
Gene::10570	DPYSL4	10570	ENSG00000151640	DPYSL4
Gene::27287	VENTX	27287	ENSG00000151650	VENTX
Gene::101	ADAM8	101	ENSG00000151651	ADAM8
Gene::3698	ITIH2	3698	ENSG00000151655	ITIH2
Gene::22944	KIN	22944	ENSG00000151657	KIN
Gene::5281	PIGF	5281	ENSG00000151665	PIGF
Gene::150709	ANKAR	150709	ENSG00000151687	ANKAR
Gene::3628	INPP1	3628	ENSG00000151689	INPP1
Gene::54842	MFSD6	54842	ENSG00000151690	MFSD6
Gene::9781	RNF144A	9781	ENSG00000151692	RNF144A
Gene::8853	ASAP2	8853	ENSG00000151693	ASAP2
Gene::6868	ADAM17	6868	ENSG00000151694	ADAM17
Gene::2313	FLI1	2313	ENSG00000151702	FLI1
Gene::3758	KCNJ1	3758	ENSG00000151704	KCNJ1
Gene::120224	TMEM45B	120224	ENSG00000151715	TMEM45B
Gene::80014	WWC2	80014	ENSG00000151718	WWC2
Gene::79682	CENPU	79682	ENSG00000151725	CENPU
Gene::2180	ACSL1	2180	ENSG00000151726	ACSL1
Gene::291	SLC25A4	291	ENSG00000151729	SLC25A4
Gene::196394	AMN1	196394	ENSG00000151743	AMN1
Gene::636	BICD1	636	ENSG00000151746	BICD1
Gene::60485	SAV1	60485	ENSG00000151748	SAV1
Gene::160857	CCDC122	160857	ENSG00000151773	CCDC122
Gene::387923	SERP2	387923	ENSG00000151778	SERP2
Gene::51594	NBAS	51594	ENSG00000151779	NBAS
Gene::79750	ZNF385D	79750	ENSG00000151789	ZNF385D
Gene::6999	TDO2	6999	ENSG00000151790	TDO2
Gene::60558	GUF1	60558	ENSG00000151806	GUF1
Gene::341880	SLC35F4	341880	ENSG00000151812	SLC35F4
Gene::2555	GABRA2	2555	ENSG00000151834	GABRA2
Gene::26278	SACS	26278	ENSG00000151835	SACS
Gene::729665	CCDC175	729665	ENSG00000151838	CCDC175
Gene::5042	PABPC3	5042	ENSG00000151846	PABPC3
Gene::55835	CENPJ	55835	ENSG00000151849	CPAP
Gene::26272	FBXO4	26272	ENSG00000151876	FBXO4
Gene::64417	C5orf28	64417	ENSG00000151881	TMEM267
Gene::56477	CCL28	56477	ENSG00000151882	CCL28
Gene::79668	PARP8	79668	ENSG00000151883	PARP8
Gene::2674	GFRA1	2674	ENSG00000151892	GFRA1
Gene::143384	CACUL1	143384	ENSG00000151893	CACUL1
Gene::667	DST	667	ENSG00000151914	DST
Gene::221336	BEND6	221336	ENSG00000151917	BEND6
Gene::7073	TIAL1	7073	ENSG00000151923	TIAL1
Gene::9531	BAG3	9531	ENSG00000151929	BAG3
Gene::144423	GLT1D1	144423	ENSG00000151948	GLT1D1
Gene::121256	TMEM132D	121256	ENSG00000151952	TMEM132D
Gene::166863	RBM46	166863	ENSG00000151962	RBM46
Gene::29970	SCHIP1	29970	ENSG00000151967	SCHIP1
Gene::84539	MCHR2	84539	ENSG00000152034	MCHR2
Gene::23704	KCNE4	23704	ENSG00000152049	KCNE4
Gene::130340	AP1S3	130340	ENSG00000152056	AP1S3
Gene::9910	RABGAP1L	9910	ENSG00000152061	RABGAP1L
Gene::91409	CCDC74B	91409	ENSG00000152076	CCDC74B
Gene::148534	TMEM56	148534	ENSG00000152078	TLCD4
Gene::80097	MZT2B	80097	ENSG00000152082	MZT2B
Gene::112714	TUBA3E	112714	ENSG00000152086	TUBA3E
Gene::460	ASTN1	460	ENSG00000152092	ASTN1
Gene::653275	CFC1B	653275	ENSG00000152093	CFC1B
Gene::130074	FAM168B	130074	ENSG00000152102	FAM168B
Gene::5784	PTPN14	5784	ENSG00000152104	PTPN14
Gene::4249	MGAT5	4249	ENSG00000152127	MGAT5
Gene::81615	TMEM163	81615	ENSG00000152128	TMEM163
Gene::253635	GPATCH11	253635	ENSG00000152133	GPATCH11
Gene::26353	HSPB8	26353	ENSG00000152137	HSPB8
Gene::79833	GEMIN6	79833	ENSG00000152147	GEMIN6
Gene::130733	TMEM178A	130733	ENSG00000152154	TMEM178A
Gene::5457	POU4F1	5457	ENSG00000152192	POU4F1
Gene::79596	RNF219	79596	ENSG00000152193	OBI1
Gene::57105	CYSLTR2	57105	ENSG00000152207	CYSLTR2
Gene::2895	GRID2	2895	ENSG00000152208	GRID2
Gene::115761	ARL11	115761	ENSG00000152213	ARL11
Gene::6014	RIT2	6014	ENSG00000152214	RIT2
Gene::26040	SETBP1	26040	ENSG00000152217	SETBP1
Gene::120534	ARL14EP	120534	ENSG00000152219	ARL14EP
Gene::57724	EPG5	57724	ENSG00000152223	EPG5
Gene::9050	PSTPIP2	9050	ENSG00000152229	PSTPIP2
Gene::498	ATP5A1	498	ENSG00000152234	ATP5F1A
Gene::115106	HAUS1	115106	ENSG00000152240	HAUS1
Gene::147339	C18orf25	147339	ENSG00000152242	ARK2N
Gene::57405	SPC25	57405	ENSG00000152253	SPC25
Gene::57818	G6PC2	57818	ENSG00000152254	G6PC2
Gene::5163	PDK1	5163	ENSG00000152256	PDK1
Gene::5741	PTH	5741	ENSG00000152266	PTH
Gene::5140	PDE3B	5140	ENSG00000152270	PDE3B
Gene::83439	TCF7L1	83439	ENSG00000152284	TCF7L1
Gene::10618	TGOLN2	10618	ENSG00000152291	TGOLN2
Gene::284948	SH2D6	284948	ENSG00000152292	SH2D6
Gene::56659	KCNK13	56659	ENSG00000152315	KCNK13
Gene::127933	UHMK1	127933	ENSG00000152332	UHMK1
Gene::83734	ATG10	83734	ENSG00000152348	ATG10
Gene::134359	POC5	134359	ENSG00000152359	POC5
Gene::6695	SPOCK1	6695	ENSG00000152377	SPOCK1
Gene::167555	FAM151B	167555	ENSG00000152380	FAM151B
Gene::117143	TADA1	117143	ENSG00000152382	TADA1
Gene::2977	GUCY1A2	2977	ENSG00000152402	GUCY1A2
Gene::143884	CWF19L2	143884	ENSG00000152404	CWF19L2
Gene::133746	JMY	133746	ENSG00000152409	JMY
Gene::9456	HOMER1	9456	ENSG00000152413	HOMER1
Gene::7518	XRCC4	7518	ENSG00000152422	XRCC4
Gene::66037	BOLL	66037	ENSG00000152430	BOLL
Gene::284306	ZNF547	284306	ENSG00000152433	ZNF547
Gene::374928	ZNF773	374928	ENSG00000152439	ZNF773
Gene::284309	ZNF776	284309	ENSG00000152443	ZNF776
Gene::10172	ZNF256	10172	ENSG00000152454	ZNF256
Gene::79723	SUV39H2	79723	ENSG00000152455	SUV39H2
Gene::64421	DCLRE1C	64421	ENSG00000152457	DCLRE1C
Gene::55301	OLAH	55301	ENSG00000152463	OLAH
Gene::10557	RPP38	10557	ENSG00000152464	RPP38
Gene::9397	NMT2	9397	ENSG00000152465	NMT2
Gene::284312	ZSCAN1	284312	ENSG00000152467	ZSCAN1
Gene::116412	ZNF837	116412	ENSG00000152475	ZNF837
Gene::219333	USP12	219333	ENSG00000152484	USP12
Gene::152137	CCDC50	152137	ENSG00000152492	CCDC50
Gene::814	CAMK4	814	ENSG00000152495	CAMK4
Gene::55521	TRIM36	55521	ENSG00000152503	TRIM36
Gene::678	ZFP36L2	678	ENSG00000152518	ZFP36L2
Gene::255967	PAN3	255967	ENSG00000152520	PAN3
Gene::130271	PLEKHH2	130271	ENSG00000152527	PLEKHH2
Gene::5213	PFKM	5213	ENSG00000152556	PFKM
Gene::114908	TMEM123	114908	ENSG00000152558	TMEM123
Gene::2893	GRIA4	2893	ENSG00000152578	GRIA4
Gene::285313	IGSF10	285313	ENSG00000152580	IGSF10
Gene::79925	SPEF2	79925	ENSG00000152582	SPEF2
Gene::8404	SPARCL1	8404	ENSG00000152583	SPARCL1
Gene::1834	DSPP	1834	ENSG00000152591	DSPP
Gene::1758	DMP1	1758	ENSG00000152592	DMP1
Gene::56955	MEPE	56955	ENSG00000152595	MEPE
Gene::4154	MBNL1	4154	ENSG00000152601	MBNL1
Gene::133690	CAPSL	133690	ENSG00000152611	CAPSL
Gene::133686	NADK2	133686	ENSG00000152620	NADK2
Gene::23171	GPD1L	23171	ENSG00000152642	GPD1L
Gene::2697	GJA1	2697	ENSG00000152661	GJA1
Gene::10309	CCNO	10309	ENSG00000152669	CCNO
Gene::54514	DDX4	54514	ENSG00000152670	DDX4
Gene::165530	CLEC4F	165530	ENSG00000152672	CLEC4F
Gene::55676	SLC30A6	55676	ENSG00000152683	SLC30A6
Gene::53918	PELO	53918	ENSG00000152684	PELO
Gene::25780	RASGRP3	25780	ENSG00000152689	RASGRP3
Gene::51128	SAR1B	51128	ENSG00000152700	SAR1B
Gene::347732	CATSPER3	347732	ENSG00000152705	CATSPER3
Gene::160897	GPR180	160897	ENSG00000152749	GPR180
Gene::200132	TCTEX1D1	200132	ENSG00000152760	DYNLT5
Gene::79819	WDR78	79819	ENSG00000152763	DNAI4
Gene::118932	ANKRD22	118932	ENSG00000152766	ANKRD22
Gene::10160	FARP1	10160	ENSG00000152767	FARP1
Gene::24138	IFIT5	24138	ENSG00000152778	IFIT5
Gene::387700	SLC16A12	387700	ENSG00000152779	SLC16A12
Gene::53354	PANK1	53354	ENSG00000152782	PANK1
Gene::56978	PRDM8	56978	ENSG00000152784	PRDM8
Gene::651	BMP3	651	ENSG00000152785	BMP3
Gene::9987	HNRNPDL	9987	ENSG00000152795	HNRNPDL
Gene::3087	HHEX	3087	ENSG00000152804	HHEX
Gene::7402	UTRN	7402	ENSG00000152818	UTRN
Gene::2911	GRM1	2911	ENSG00000152822	GRM1
Gene::5796	PTPRK	5796	ENSG00000152894	PTPRK
Gene::9453	GGPS1	9453	ENSG00000152904	GGPS1
Gene::85445	CNTNAP4	85445	ENSG00000152910	CNTNAP4
Gene::51351	ZNF117	51351	ENSG00000152926	ZNF117
Gene::115827	RAB3C	115827	ENSG00000152932	RAB3C
Gene::160492	LMNTD1	160492	ENSG00000152936	LMNTD1
Gene::153562	MARVELD2	153562	ENSG00000152939	MARVELD2
Gene::5884	RAD17	5884	ENSG00000152942	RAD17
Gene::9412	MED21	9412	ENSG00000152944	MED21
Gene::5352	PLOD2	5352	ENSG00000152952	PLOD2
Gene::55351	STK32B	55351	ENSG00000152953	STK32B
Gene::140767	NRSN1	140767	ENSG00000152954	NRSN1
Gene::152789	JAKMIP1	152789	ENSG00000152969	JAKMIP1
Gene::7545	ZIC1	7545	ENSG00000152977	ZIC1
Gene::166647	ADGRA3	166647	ENSG00000152990	ADGRA3
Gene::1360	CPB1	1360	ENSG00000153002	CPB1
Gene::285672	SREK1IP1	285672	ENSG00000153006	SREK1IP1
Gene::55203	LGI2	55203	ENSG00000153012	LGI2
Gene::10283	CWC27	10283	ENSG00000153015	CWC27
Gene::3140	MR1	3140	ENSG00000153029	MR1
Gene::6728	SRP19	6728	ENSG00000153037	SRP19
Gene::64946	CENPH	64946	ENSG00000153044	CENPH
Gene::9425	CDYL	9425	ENSG00000153046	CDYL
Gene::23589	CARHSP1	23589	ENSG00000153048	CARHSP1
Gene::146279	TEKT5	146279	ENSG00000153060	TEKT5
Gene::55024	BANK1	55024	ENSG00000153064	BANK1
Gene::51061	TXNDC11	51061	ENSG00000153066	TXNDC11
Gene::1601	DAB2	1601	ENSG00000153071	DAB2
Gene::130013	ACMSD	130013	ENSG00000153086	ACMSD
Gene::55289	ACOXL	55289	ENSG00000153093	ACOXL
Gene::10018	BCL2L11	10018	ENSG00000153094	BCL2L11
Gene::64682	ANAPC1	64682	ENSG00000153107	ANAPC1
Gene::831	CAST	831	ENSG00000153113	CAST
Gene::60592	SCOC	60592	ENSG00000153130	SCOC
Gene::1047	CLGN	1047	ENSG00000153132	CLGN
Gene::1070	CETN3	1070	ENSG00000153140	CETN3
Gene::8467	SMARCA5	8467	ENSG00000153147	SMARCA5
Gene::221711	SYCP2L	221711	ENSG00000153157	SYCP2L
Gene::654	BMP6	654	ENSG00000153162	BMP6
Gene::653489	RGPD3	653489	ENSG00000153165	RGPD3
Gene::283349	RASSF3	283349	ENSG00000153179	RASSF3
Gene::3192	HNRNPU	3192	ENSG00000153187	HNRNPU
Gene::5903	RANBP2	5903	ENSG00000153201	RANBP2
Gene::25909	AHCTF1	25909	ENSG00000153207	AHCTF1
Gene::10461	MERTK	10461	ENSG00000153208	MERTK
Gene::84910	TMEM87B	84910	ENSG00000153214	TMEM87B
Gene::5801	PTPRR	5801	ENSG00000153233	PTPRR
Gene::4929	NR4A2	4929	ENSG00000153234	NR4A2
Gene::130940	CCDC148	130940	ENSG00000153237	CCDC148
Gene::22925	PLA2R1	22925	ENSG00000153246	PLA2R1
Gene::5937	RBMS1	5937	ENSG00000153250	RBMS1
Gene::6328	SCN3A	6328	ENSG00000153253	SCN3A
Gene::55079	FEZF2	55079	ENSG00000153266	FEZF2
Gene::10225	CD96	10225	ENSG00000153283	CD96
Gene::9481	SLC25A27	9481	ENSG00000153291	SLC25A27
Gene::266977	ADGRF1	266977	ENSG00000153292	ADGRF1
Gene::221393	ADGRF4	221393	ENSG00000153294	ADGRF4
Gene::79981	FRMD1	79981	ENSG00000153303	FRMD1
Gene::51571	FAM49B	51571	ENSG00000153310	CYRIB
Gene::50807	ASAP1	50807	ENSG00000153317	ASAP1
Gene::22878	TRAPPC8	22878	ENSG00000153339	TRAPPC8
Gene::153643	FAM81B	153643	ENSG00000153347	FAM81B
Gene::125476	INO80C	125476	ENSG00000153391	INO80C
Gene::79888	LPCAT1	79888	ENSG00000153395	LPCAT1
Gene::153478	PLEKHG4B	153478	ENSG00000153404	PLEKHG4B
Gene::57407	NMRAL1	57407	ENSG00000153406	NMRAL1
Gene::124402	UBALD1	124402	ENSG00000153443	UBALD1
Gene::146556	C16orf89	146556	ENSG00000153446	C16orf89
Gene::26175	TMEM251	26175	ENSG00000153485	LYSET
Gene::3621	ING1	3621	ENSG00000153487	ING1
Gene::121793	TEX29	121793	ENSG00000153495	TEX29
Gene::122258	SPACA7	122258	ENSG00000153498	SPACA7
Gene::113622	ADPRHL1	113622	ENSG00000153531	ADPRHL1
Gene::112616	CMTM7	112616	ENSG00000153551	CMTM7
Gene::25827	FBXL2	25827	ENSG00000153558	FBXL2
Gene::7342	UBP1	7342	ENSG00000153560	UBP1
Gene::64795	RMND5A	64795	ENSG00000153561	RMND5A
Gene::925	CD8A	925	ENSG00000153563	CD8A
Gene::22934	RPIA	22934	ENSG00000153574	RPIA
Gene::5789	PTPRD	5789	ENSG00000153707	PTPRD
Gene::286343	LURAP1L	286343	ENSG00000153714	LURAP1L
Gene::154043	CNKSR3	154043	ENSG00000153721	CNKSR3
Gene::2960	GTF2E1	2960	ENSG00000153767	GTF2E1
Gene::10428	CFDP1	10428	ENSG00000153774	CFDP1
Gene::90316	TGIF2LX	90316	ENSG00000153779	TGIF2LX
Gene::55625	ZDHHC7	55625	ENSG00000153786	ZDHHC7
Gene::339145	FAM92B	339145	ENSG00000153789	CIBAR2
Gene::136895	C7orf31	136895	ENSG00000153790	SPMIP4
Gene::9407	TMPRSS11D	9407	ENSG00000153802	TMPRSS11D
Gene::221895	JAZF1	221895	ENSG00000153814	JAZF1
Gene::80790	CMIP	80790	ENSG00000153815	CMIP
Gene::80309	SPHKAP	80309	ENSG00000153820	SPHKAP
Gene::3773	KCNJ16	3773	ENSG00000153822	KCNJ16
Gene::55022	PID1	55022	ENSG00000153823	PID1
Gene::9320	TRIP12	9320	ENSG00000153827	TRIP12
Gene::130888	FBXO36	130888	ENSG00000153832	FBXO36
Gene::1054	CEBPG	1054	ENSG00000153879	CEBPG
Gene::79047	KCTD15	79047	ENSG00000153885	KCTD15
Gene::148103	ZNF599	148103	ENSG00000153896	ZNF599
Gene::255231	MCOLN2	255231	ENSG00000153898	MCOLN2
Gene::163175	LGI4	163175	ENSG00000153902	LGI4
Gene::23576	DDAH1	23576	ENSG00000153904	DDAH1
Gene::140890	SREK1	140890	ENSG00000153914	SREK1
Gene::1105	CHD1	1105	ENSG00000153922	CHD1
Gene::162282	ANKFN1	162282	ENSG00000153930	ANKFN1
Gene::8526	DGKE	8526	ENSG00000153933	DGKE
Gene::9653	HS2ST1	9653	ENSG00000153936	HS2ST1
Gene::124540	MSI2	124540	ENSG00000153944	MSI2
Gene::781	CACNA2D1	781	ENSG00000153956	CACNA2D1
Gene::221302	ZUFSP	221302	ENSG00000153975	ZUP1
Gene::9955	HS3ST3A1	9955	ENSG00000153976	HS3ST3A1
Gene::284161	GDPD1	284161	ENSG00000153982	GDPD1
Gene::116150	NUS1	116150	ENSG00000153989	NUS1
Gene::223117	SEMA3D	223117	ENSG00000153993	SEMA3D
Gene::5529	PPP2R5E	5529	ENSG00000154001	PPP2R5E
Gene::127247	ASB17	127247	ENSG00000154007	ASB17
Gene::10750	GRAP	10750	ENSG00000154016	GRAP
Gene::125206	SLC5A10	125206	ENSG00000154025	SLC5A10
Gene::26289	AK5	26289	ENSG00000154027	AK5
Gene::26256	CABYR	26256	ENSG00000154040	CABYR
Gene::55364	IMPACT	55364	ENSG00000154059	IMPACT
Gene::147463	ANKRD29	147463	ENSG00000154065	ANKRD29
Gene::135154	SDHAF4	135154	ENSG00000154079	SDHAF4
Gene::83539	CHST9	83539	ENSG00000154080	CHST9
Gene::7070	THY1	7070	ENSG00000154096	THY1
Gene::123872	DNAAF1	123872	ENSG00000154099	DNAAF1
Gene::404550	C16orf74	404550	ENSG00000154102	CLMB
Gene::219899	TBCEL	219899	ENSG00000154114	TBCEL
Gene::57338	JPH3	57338	ENSG00000154118	JPH3
Gene::56172	ANKH	56172	ENSG00000154122	ANKH
Gene::90268	OTULIN	90268	ENSG00000154124	OTULIN
Gene::84959	UBASH3B	84959	ENSG00000154127	UBASH3B
Gene::54538	ROBO4	54538	ENSG00000154133	ROBO4
Gene::64221	ROBO3	64221	ENSG00000154134	ROBO3
Gene::116337	PANX3	116337	ENSG00000154143	PANX3
Gene::84897	TBRG1	84897	ENSG00000154144	TBRG1
Gene::4900	NRGN	4900	ENSG00000154146	NRGN
Gene::54463	FAM134B	54463	ENSG00000154153	RETREG1
Gene::1010	CDH12	1010	ENSG00000154162	CDH12
Gene::2838	GPR15	2838	ENSG00000154165	GPR15
Gene::9868	TOMM70A	9868	ENSG00000154174	TOMM70
Gene::25890	ABI3BP	25890	ENSG00000154175	ABI3BP
Gene::284	ANGPT1	284	ENSG00000154188	ANGPT1
Gene::26207	PITPNC1	26207	ENSG00000154217	PITPNC1
Gene::200014	CC2D1B	200014	ENSG00000154222	CC2D1B
Gene::204219	CERS3	204219	ENSG00000154227	CERS3
Gene::5578	PRKCA	5578	ENSG00000154229	PRKCA
Gene::79705	LRRK1	79705	ENSG00000154237	LRRK1
Gene::201134	CEP112	201134	ENSG00000154240	CEP112
Gene::64090	GAL3ST2	64090	ENSG00000154252	GAL3ST2
Gene::10350	ABCA9	10350	ENSG00000154258	ABCA9
Gene::23460	ABCA6	23460	ENSG00000154262	ABCA6
Gene::10349	ABCA10	10349	ENSG00000154263	ABCA10
Gene::23461	ABCA5	23461	ENSG00000154265	ABCA5
Gene::5169	ENPP3	5169	ENSG00000154269	ENPP3
Gene::55286	C4orf19	55286	ENSG00000154274	PGCKA1
Gene::7345	UCHL1	7345	ENSG00000154277	UCHL1
Gene::375056	MIA3	375056	ENSG00000154305	MIA3
Gene::84976	DISP1	84976	ENSG00000154309	DISP1
Gene::23043	TNIK	23043	ENSG00000154310	TNIK
Gene::83648	FAM167A	83648	ENSG00000154319	FAM167A
Gene::252969	NEIL2	252969	ENSG00000154328	NEIL2
Gene::5239	PGM5	5239	ENSG00000154330	PGM5
Gene::89780	WNT3A	89780	ENSG00000154342	WNT3A
Gene::84033	OBSCN	84033	ENSG00000154358	OBSCN
